Official_Experiment_dUSM_dataset_01_instance_01_0_exec,"{'task_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_01/tasks.csv', 'worker_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_01/workers.csv', 'workers': {'w2', 'w1', 'w3', 'w0', 'w4'}, 'workers_df':         cost           skills  user_id user_name  y_star_index
0  10.527038  [t00, t06, t05]        0        w0  9.999999e-01
1   7.149814  [t01, t05, t07]        1        w1  9.999999e-01
2  18.529324       [t02, t07]        2        w2 -2.089499e-11
3   9.978659       [t00, t07]        3        w3  5.145110e-08
4  31.620247  [t01, t07, t03]        4        w4 -3.093319e-11, 'tasks_df':   skill  skill_id  valuation  x_star_index
0   t00         0   9.762687  1.000000e+00
1   t01         1   5.264117  9.999999e-01
2   t02         2   1.573671 -5.579978e-12
3   t03         3   3.429501 -9.754452e-12
4   t04         4   5.275328  2.092337e-11
5   t05         5   9.219205  1.000000e+00
6   t06         6   2.451677  9.999999e-01
7   t07         7   8.465955  1.000000e+00
8   t08         8   7.689653  2.715576e-11
9   t09         9   7.064066  2.573913e-11, 'task_set': {'t00', 't07', 't09', 't08', 't04', 't01', 't02', 't05', 't06', 't03'}, 'worker_task_dict': {'w0': ['t00', 't06', 't05'], 'w1': ['t01', 't05', 't07'], 'w2': ['t02', 't07'], 'w3': ['t00', 't07'], 'w4': ['t01', 't07', 't03']}, 'task_val_dict': {'t00': 9.762686692113505, 't01': 5.264117458231639, 't02': 1.5736706168636374, 't03': 3.429500890260649, 't04': 5.275328388002883, 't05': 9.21920539431788, 't06': 2.4516769087473698, 't07': 8.46595474688593, 't08': 7.689653455721165, 't09': 7.064066197327247}, 'worke_cost': {'w0': 10.527037520988667, 'w1': 7.149814425249125, 'w2': 18.52932396024866, 'w3': 9.97865866892014, 'w4': 31.620247098922288}, 'n': 10, 'm': 5, 'solution': {'w1'}, 'value': 15.799463174186325}"
Official_Experiment_dUSM_dataset_01_instance_02_1_exec,"{'task_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_02/tasks.csv', 'worker_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_02/workers.csv', 'workers': {'w2', 'w1', 'w3', 'w0', 'w4'}, 'workers_df':         cost           skills  user_id user_name  y_star_index
0   2.594877            [t00]        0        w0  1.000000e+00
1   2.327818       [t01, t06]        1        w1  1.000000e+00
2   5.240214            [t02]        2        w2  1.000000e+00
3  12.729478            [t00]        3        w3 -6.425695e-13
4  22.269003  [t01, t06, t05]        4        w4  1.118242e-12, 'tasks_df':   skill  skill_id  valuation  x_star_index
0   t00         0   9.838250  1.000000e+00
1   t01         1   4.711309  1.000000e+00
2   t02         2   6.706392  1.000000e+00
3   t03         3   8.297913  2.591077e-12
4   t04         4   8.749742  2.499147e-12
5   t05         5   7.849006  1.941084e-12
6   t06         6   3.777399  1.000000e+00
7   t07         7   6.627119  2.757098e-12
8   t08         8   5.946826  2.739869e-12
9   t09         9   5.675873  2.718479e-12, 'task_set': {'t00', 't07', 't09', 't08', 't04', 't01', 't02', 't05', 't06', 't03'}, 'worker_task_dict': {'w0': ['t00'], 'w1': ['t01', 't06'], 'w2': ['t02'], 'w3': ['t00'], 'w4': ['t01', 't06', 't05']}, 'task_val_dict': {'t00': 9.838249767927344, 't01': 4.711308756212983, 't02': 6.7063921900044585, 't03': 8.2979128741495, 't04': 8.74974150214862, 't05': 7.84900572808475, 't06': 3.7773989127266088, 't07': 6.627118506307045, 't08': 5.946825969411036, 't09': 5.675872751344587}, 'worke_cost': {'w0': 2.594877249499639, 'w1': 2.327817884365325, 'w2': 5.240214275892517, 'w3': 12.729478196934096, 'w4': 22.269002657625457}, 'n': 10, 'm': 5, 'solution': {'w2', 'w1', 'w0'}, 'value': 14.870440217113911}"
Official_Experiment_dUSM_dataset_01_instance_03_2_exec,"{'task_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_03/tasks.csv', 'worker_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_03/workers.csv', 'workers': {'w2', 'w1', 'w3', 'w0', 'w4'}, 'workers_df':         cost           skills  user_id user_name  y_star_index
0   4.297532       [t00, t06]        0        w0  2.988696e-10
1   7.831173  [t01, t06, t05]        1        w1  1.000000e+00
2  14.750539  [t02, t05, t07]        2        w2  2.228200e-11
3  15.843368       [t00, t07]        3        w3 -1.520936e-12
4  30.852309       [t01, t07]        4        w4 -3.663090e-12, 'tasks_df':   skill  skill_id  valuation  x_star_index
0   t00         0   4.035117  2.961425e-10
1   t01         1   1.900429  1.000000e+00
2   t02         2   2.114917  1.918803e-11
3   t03         3   3.730349  1.807177e-12
4   t04         4   7.271103  2.819061e-12
5   t05         5   7.465281  1.000000e+00
6   t06         6   3.710423  1.000000e+00
7   t07         7   3.093983  1.540255e-11
8   t08         8   9.799682  3.233689e-12
9   t09         9   2.590199  1.338450e-12, 'task_set': {'t00', 't07', 't09', 't08', 't04', 't01', 't02', 't05', 't06', 't03'}, 'worker_task_dict': {'w0': ['t00', 't06'], 'w1': ['t01', 't06', 't05'], 'w2': ['t02', 't05', 't07'], 'w3': ['t00', 't07'], 'w4': ['t01', 't07']}, 'task_val_dict': {'t00': 4.0351168863487565, 't01': 1.9004292865127004, 't02': 2.114916815305333, 't03': 3.7303490902906953, 't04': 7.271103082494021, 't05': 7.4652805980173085, 't06': 3.710423250512529, 't07': 3.0939831379642917, 't08': 9.799682433514516, 't09': 2.590198753315144}, 'worke_cost': {'w0': 4.297531546725253, 'w1': 7.831172530944693, 'w2': 14.750539385630692, 'w3': 15.84336766104828, 'w4': 30.852308833609257}, 'n': 10, 'm': 5, 'solution': set(), 'value': 0}"
Official_Experiment_dUSM_dataset_01_instance_04_3_exec,"{'task_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_04/tasks.csv', 'worker_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_04/workers.csv', 'workers': {'w2', 'w1', 'w3', 'w0', 'w4'}, 'workers_df':         cost           skills  user_id user_name  y_star_index
0   4.820544  [t00, t06, t05]        0        w0  1.000000e+00
1   3.184793  [t01, t05, t07]        1        w1  1.000000e+00
2  15.645016       [t02, t07]        2        w2  3.116905e-12
3  15.098386            [t00]        3        w3 -2.653677e-12
4  28.921063       [t01, t07]        4        w4 -4.087370e-13, 'tasks_df':   skill  skill_id  valuation  x_star_index
0   t00         0   7.449530  1.000000e+00
1   t01         1   3.386990  1.000000e+00
2   t02         2   3.206500  4.305285e-12
3   t03         3   8.313235  2.020132e-12
4   t04         4   5.484712  1.781774e-12
5   t05         5   4.742849  1.000000e+00
6   t06         6   7.549832  1.000000e+00
7   t07         7   9.669247  1.000000e+00
8   t08         8   3.785763  1.477872e-12
9   t09         9   7.336538  1.975968e-12, 'task_set': {'t00', 't07', 't09', 't08', 't04', 't01', 't02', 't05', 't06', 't03'}, 'worker_task_dict': {'w0': ['t00', 't06', 't05'], 'w1': ['t01', 't05', 't07'], 'w2': ['t02', 't07'], 'w3': ['t00'], 'w4': ['t01', 't07']}, 'task_val_dict': {'t00': 7.449529542234784, 't01': 3.3869902402060053, 't02': 3.206499842743057, 't03': 8.313234639295793, 't04': 5.4847124381926, 't05': 4.742848908498614, 't06': 7.54983221397446, 't07': 9.66924682977158, 't08': 3.785762905288387, 't09': 7.336538038940336}, 'worke_cost': {'w0': 4.820544310586424, 'w1': 3.1847928742696228, 'w2': 15.64501630069629, 'w3': 15.09838615200012, 'w4': 28.92106307362471}, 'n': 10, 'm': 5, 'solution': {'w1', 'w0'}, 'value': 24.7931105498294}"
Official_Experiment_dUSM_dataset_01_instance_05_4_exec,"{'task_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_05/tasks.csv', 'worker_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_05/workers.csv', 'workers': {'w2', 'w1', 'w3', 'w0', 'w4'}, 'workers_df':         cost           skills  user_id user_name  y_star_index
0   5.346513       [t00, t06]        0        w0  1.000000e+00
1   5.875069  [t01, t06, t05]        1        w1  1.000000e+00
2  11.820850  [t02, t05, t07]        2        w2  1.789205e-11
3  14.079417       [t00, t07]        3        w3  6.118567e-12
4  24.005369       [t01, t07]        4        w4 -3.806354e-12, 'tasks_df':   skill  skill_id  valuation  x_star_index
0   t00         0   9.759628  1.000000e+00
1   t01         1   6.127379  1.000000e+00
2   t02         2   1.592071  1.364724e-11
3   t03         3   4.607855  5.107722e-12
4   t04         4   1.390163  2.460323e-12
5   t05         5   7.905423  1.000000e+00
6   t06         6   9.838036  1.000000e+00
7   t07         7   1.894134  1.325891e-11
8   t08         8   1.443071  2.514459e-12
9   t09         9   1.250826  2.316558e-12, 'task_set': {'t00', 't07', 't09', 't08', 't04', 't01', 't02', 't05', 't06', 't03'}, 'worker_task_dict': {'w0': ['t00', 't06'], 'w1': ['t01', 't06', 't05'], 'w2': ['t02', 't05', 't07'], 'w3': ['t00', 't07'], 'w4': ['t01', 't07']}, 'task_val_dict': {'t00': 9.75962823168093, 't01': 6.127379231811043, 't02': 1.5920709106642668, 't03': 4.607855378681662, 't04': 1.390162580223265, 't05': 7.905422828376129, 't06': 9.83803604081119, 't07': 1.8941343851582508, 't08': 1.443070527254354, 't09': 1.2508259414425125}, 'worke_cost': {'w0': 5.346513021709123, 'w1': 5.875069476851783, 'w2': 11.82084971349736, 'w3': 14.079416560765091, 'w4': 24.005368832164432}, 'n': 10, 'm': 5, 'solution': {'w1'}, 'value': 17.995768624146578}"
Official_Experiment_dUSM_dataset_01_instance_06_5_exec,"{'task_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_06/tasks.csv', 'worker_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_06/workers.csv', 'workers': {'w2', 'w1', 'w3', 'w0', 'w4'}, 'workers_df':         cost           skills  user_id user_name  y_star_index
0   2.714719       [t00, t06]        0        w0  1.000000e+00
1   2.507547       [t01, t06]        1        w1  1.000000e+00
2  12.094582  [t02, t06, t05]        2        w2  1.000000e+00
3  14.880005            [t00]        3        w3 -7.927443e-11
4  25.231642       [t01, t05]        4        w4 -5.967546e-11, 'tasks_df':   skill  skill_id  valuation  x_star_index
0   t00         0   3.009561  1.000000e+00
1   t01         1   6.409276  1.000000e+00
2   t02         2   6.009031  1.000000e+00
3   t03         3   8.050360  7.271137e-11
4   t04         4   5.930303  6.708018e-11
5   t05         5   7.574851  1.000000e+00
6   t06         6   7.913038  1.000000e+00
7   t07         7   7.759234  7.244392e-11
8   t08         8   6.278688  6.860412e-11
9   t09         9   3.159407  4.644618e-11, 'task_set': {'t00', 't07', 't09', 't08', 't04', 't01', 't02', 't05', 't06', 't03'}, 'worker_task_dict': {'w0': ['t00', 't06'], 'w1': ['t01', 't06'], 'w2': ['t02', 't06', 't05'], 'w3': ['t00'], 'w4': ['t01', 't05']}, 'task_val_dict': {'t00': 3.0095610101019155, 't01': 6.409275871465779, 't02': 6.009031197320927, 't03': 8.050360442348712, 't04': 5.930303093654033, 't05': 7.574850931682834, 't06': 7.913037906722273, 't07': 7.759233623427561, 't08': 6.27868761844825, 't09': 3.159406714311343}, 'worke_cost': {'w0': 2.7147193097837787, 'w1': 2.507547265693752, 'w2': 12.094581702184568, 'w3': 14.880004701194204, 'w4': 25.23164220608352}, 'n': 10, 'm': 5, 'solution': {'w2', 'w1'}, 'value': 13.304066939313495}"
Official_Experiment_dUSM_dataset_01_instance_07_6_exec,"{'task_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_07/tasks.csv', 'worker_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_07/workers.csv', 'workers': {'w2', 'w1', 'w3', 'w0', 'w4'}, 'workers_df':         cost           skills  user_id user_name  y_star_index
0   3.974999  [t00, t06, t05]        0        w0  1.000000e+00
1   4.784312  [t01, t05, t07]        1        w1  1.000000e+00
2  12.162774  [t02, t07, t03]        2        w2  2.482474e-11
3  15.869779  [t00, t03, t09]        3        w3  7.018441e-12
4  28.873019       [t01, t09]        4        w4 -1.285657e-12, 'tasks_df':   skill  skill_id  valuation  x_star_index
0   t00         0   9.139147  1.000000e+00
1   t01         1   2.651465  1.000000e+00
2   t02         2   2.620583  2.379169e-11
3   t03         3   6.358032  3.206610e-11
4   t04         4   3.490133  6.698185e-13
5   t05         5   7.180984  1.000000e+00
6   t06         6   1.689592  1.000000e+00
7   t07         7   6.941982  1.000000e+00
8   t08         8   3.719464  7.005819e-13
9   t09         9   3.292349  4.151810e-12, 'task_set': {'t00', 't07', 't09', 't08', 't04', 't01', 't02', 't05', 't06', 't03'}, 'worker_task_dict': {'w0': ['t00', 't06', 't05'], 'w1': ['t01', 't05', 't07'], 'w2': ['t02', 't07', 't03'], 'w3': ['t00', 't03', 't09'], 'w4': ['t01', 't09']}, 'task_val_dict': {'t00': 9.139147082365762, 't01': 2.6514649509552863, 't02': 2.6205830658208678, 't03': 6.358032037404827, 't04': 3.490133029220595, 't05': 7.180983882299, 't06': 1.689591689085468, 't07': 6.941982009073099, 't08': 3.7194635614901577, 't09': 3.292349193588808}, 'worke_cost': {'w0': 3.974998595888887, 'w1': 4.784312266688673, 'w2': 12.162773667739849, 'w3': 15.86977894239676, 'w4': 28.873018618737756}, 'n': 10, 'm': 5, 'solution': {'w1', 'w0'}, 'value': 18.84385875120105}"
Official_Experiment_dUSM_dataset_01_instance_08_7_exec,"{'task_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_08/tasks.csv', 'worker_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_08/workers.csv', 'workers': {'w2', 'w1', 'w3', 'w0', 'w4'}, 'workers_df':         cost           skills  user_id user_name  y_star_index
0   4.130647            [t00]        0        w0  1.000000e+00
1   4.608845       [t01, t06]        1        w1  1.681485e-10
2   4.111209  [t02, t06, t05]        2        w2  1.000000e+00
3  10.898379       [t00, t05]        3        w3  2.135958e-11
4  35.549212  [t01, t05, t07]        4        w4 -8.195970e-12, 'tasks_df':   skill  skill_id  valuation  x_star_index
0   t00         0   6.908594  1.000000e+00
1   t01         1   2.689582  1.426532e-10
2   t02         2   6.604874  1.000000e+00
3   t03         3   4.200381  5.532380e-12
4   t04         4   1.005002  1.733643e-12
5   t05         5   9.176852  1.000000e+00
6   t06         6   6.510713  1.000000e+00
7   t07         7   5.978216 -5.455444e-12
8   t08         8   8.376905  8.068336e-12
9   t09         9   9.670408  8.382842e-12, 'task_set': {'t00', 't07', 't09', 't08', 't04', 't01', 't02', 't05', 't06', 't03'}, 'worker_task_dict': {'w0': ['t00'], 'w1': ['t01', 't06'], 'w2': ['t02', 't06', 't05'], 'w3': ['t00', 't05'], 'w4': ['t01', 't05', 't07']}, 'task_val_dict': {'t00': 6.908594318481215, 't01': 2.6895816160597548, 't02': 6.604874018607174, 't03': 4.200380852369737, 't04': 1.0050024250401983, 't05': 9.17685174703707, 't06': 6.510713213745792, 't07': 5.978216346454279, 't08': 8.376905244086437, 't09': 9.670407822860406}, 'worke_cost': {'w0': 4.130647100282376, 'w1': 4.608844804468536, 'w2': 4.111209224828263, 'w3': 10.898379103059682, 'w4': 35.54921214245412}, 'n': 10, 'm': 5, 'solution': {'w2'}, 'value': 18.18122975456177}"
Official_Experiment_dUSM_dataset_01_instance_09_8_exec,"{'task_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_09/tasks.csv', 'worker_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_09/workers.csv', 'workers': {'w2', 'w1', 'w3', 'w0', 'w4'}, 'workers_df':         cost           skills  user_id user_name  y_star_index
0   6.320551       [t00, t06]        0        w0  1.000000e+00
1   7.354573       [t01, t06]        1        w1  6.275531e-10
2  15.390569  [t02, t06, t05]        2        w2  1.064329e-10
3  20.931023  [t00, t05, t07]        3        w3  4.464455e-10
4  23.958591       [t01, t07]        4        w4 -6.738736e-12, 'tasks_df':   skill  skill_id  valuation  x_star_index
0   t00         0   8.646285  1.000000e+00
1   t01         1   5.682344  6.181822e-10
2   t02         2   5.772653  1.217063e-10
3   t03         3   3.593394  1.618108e-11
4   t04         4   9.373559  1.945244e-11
5   t05         5   5.776835  5.640147e-10
6   t06         6   9.333408  1.000000e+00
7   t07         7   8.278402  4.371643e-10
8   t08         8   4.580644  1.834636e-11
9   t09         9   5.483463  1.969163e-11, 'task_set': {'t00', 't07', 't09', 't08', 't04', 't01', 't02', 't05', 't06', 't03'}, 'worker_task_dict': {'w0': ['t00', 't06'], 'w1': ['t01', 't06'], 'w2': ['t02', 't06', 't05'], 'w3': ['t00', 't05', 't07'], 'w4': ['t01', 't07']}, 'task_val_dict': {'t00': 8.646284913115569, 't01': 5.682344062964035, 't02': 5.772653126964454, 't03': 3.5933935185281403, 't04': 9.373559404132758, 't05': 5.776834808201395, 't06': 9.333407920574064, 't07': 8.278402248093402, 't08': 4.580644282601689, 't09': 5.483462540688061}, 'worke_cost': {'w0': 6.32055125357989, 'w1': 7.354572571587528, 'w2': 15.390568564915446, 'w3': 20.9310226296301, 'w4': 23.95859126421164}, 'n': 10, 'm': 5, 'solution': {'w1'}, 'value': 7.661179411950571}"
Official_Experiment_dUSM_dataset_01_instance_10_9_exec,"{'task_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_10/tasks.csv', 'worker_file': '/Users/hdrop/Documents/Personal FIles/master-thesis-experiments/data/data_files/01_dataset_5_workers_10_tasks/instance_10/workers.csv', 'workers': {'w2', 'w1', 'w3', 'w0', 'w4'}, 'workers_df':         cost           skills  user_id user_name  y_star_index
0   3.714470       [t00, t06]        0        w0  1.000000e+00
1   6.348166  [t01, t06, t05]        1        w1  1.000000e+00
2  18.010866  [t02, t05, t07]        2        w2  9.718626e-11
3  17.628821  [t00, t07, t03]        3        w3  3.670980e-11
4  29.497899  [t01, t03, t09]        4        w4  1.222113e-11, 'tasks_df':   skill  skill_id  valuation  x_star_index
0   t00         0   4.930784  1.000000e+00
1   t01         1   8.465062  1.000000e+00
2   t02         2   7.544193  1.080640e-10
3   t03         3   3.680222  3.979475e-11
4   t04         4   1.830835  7.704572e-12
5   t05         5   9.499141  1.000000e+00
6   t06         6   1.511203  1.000000e+00
7   t07         7   5.643504  1.427291e-10
8   t08         8   5.190923  1.245308e-11
9   t09         9   8.718862  5.653714e-12, 'task_set': {'t00', 't07', 't09', 't08', 't04', 't01', 't02', 't05', 't06', 't03'}, 'worker_task_dict': {'w0': ['t00', 't06'], 'w1': ['t01', 't06', 't05'], 'w2': ['t02', 't05', 't07'], 'w3': ['t00', 't07', 't03'], 'w4': ['t01', 't03', 't09']}, 'task_val_dict': {'t00': 4.930783774200943, 't01': 8.465062180104407, 't02': 7.544193137274011, 't03': 3.6802218962790936, 't04': 1.830834867130152, 't05': 9.499140544330665, 't06': 1.511203341241946, 't07': 5.64350362817714, 't08': 5.190923456985404, 't09': 8.718861866176773}, 'worke_cost': {'w0': 3.7144702100019074, 'w1': 6.348165699664071, 'w2': 18.010865628855747, 'w3': 17.628821404406526, 'w4': 29.49789913726264}, 'n': 10, 'm': 5, 'solution': {'w1'}, 'value': 13.127240366012948}"
